gpu_id,data_points,total_layers,lr,rmse,train_time_sec
0,1000.0,2.0,0.0085860532284725,89.1591567993164,2.986466884613037
1,1584.0,2.0,0.0346652650924493,52.02932018703885,3.2868683338165283
0,2511.0,2.0,0.0447787224586442,44.98336899305026,1.605330228805542
1,3981.0,2.0,0.0402790898359576,104.29623812909864,2.7525975704193115
0,6309.0,2.0,0.0141785705453546,41.007281253212376,4.032156229019165
1,10000.0,2.0,0.011418952671243,42.68847506521643,6.289456844329834
0,15848.0,2.0,0.036089397515928,38.158979017957506,9.774724960327148
1,25118.0,2.0,0.0023346082689039,22.92774871628519,15.432745456695557
0,39810.0,2.0,0.0015135778282619,11.823427927662301,24.93756103515625
1,63095.0,2.0,0.0167845664972731,18.978750889383786,41.678187131881714
0,100000.0,2.0,0.0013218670814403,15.794107416939967,64.91179966926575
1,158489.0,2.0,0.0027650416440886,17.272394125485746,101.1577308177948
0,251188.0,2.0,0.001861326239949,8.702679427449999,157.37395334243774
1,398107.0,2.0,0.0189743555651393,11.093209109572179,249.45783853530884
1,1000.0,3.0,0.0879477250962421,122.90714263916016,0.8190486431121826
1,1584.0,3.0,0.0454773563792661,59.58892031810323,1.2034761905670166
1,2511.0,3.0,0.0413917282121116,37.30815684000651,1.643913745880127
1,3981.0,3.0,0.0143450323952225,44.87712388997289,2.6951465606689453
1,6309.0,3.0,0.0150088319964663,46.708430999605525,4.254090785980225
1,10000.0,3.0,0.0427571556072974,42.53084658234613,6.512529134750366
1,15848.0,3.0,0.0156472932118783,22.989211051775605,10.343316078186035
1,25118.0,3.0,0.007944901724608,25.884112739918912,17.4683620929718
1,39810.0,3.0,0.0223340425006698,124.76856412529929,26.23543429374695
1,63095.0,3.0,0.0028893911909468,8.107160751107946,43.90544390678406
1,100000.0,3.0,0.0472253762443942,31.476463049643993,68.49266719818115
0,630957.0,2.0,0.0036819066039871,8.17904299462973,401.8565857410431
1,158489.0,3.0,0.0088938920110995,17.203033105731265,107.37460565567017
0,251188.0,3.0,0.0022213511833969,17.31577708306393,166.6177453994751
1,398107.0,3.0,0.0009594455300477,7.072151170630272,274.0172679424286
1,1000.0,4.0,0.0136530630275322,45.12134552001953,0.71116042137146
1,1584.0,4.0,0.0092358568819945,79.85995199166092,1.2411236763000488
1,2511.0,4.0,0.0094228820981321,44.16812635059199,1.8086435794830322
1,3981.0,4.0,0.0024124152718007,38.034290693193206,2.951692581176758
1,6309.0,4.0,0.0160615041523301,39.47328640538939,4.615588665008545
1,10000.0,4.0,0.0044291338952326,45.28935699343867,7.415705919265747
1,15848.0,4.0,0.0019608897259135,27.090731052336146,11.42783784866333
1,25118.0,4.0,0.046969513164787,124.42061846976782,17.99336552619934
1,39810.0,4.0,0.0025652622910919,12.330599294002115,28.395448207855225
1,63095.0,4.0,0.0007721702426181,12.301295502420274,47.88204503059387
1,100000.0,4.0,0.0019648665836837,15.09131910392195,73.78105783462524
0,630957.0,3.0,0.0067929626525679,26.862612236200203,427.008177280426
1,158489.0,4.0,0.0006748404566592,10.696185279415937,115.79305934906006
0,251188.0,4.0,0.0046955755680933,14.656263908031793,179.35779571533203
1,398107.0,4.0,0.0030031690182037,16.409538284988823,289.8075740337372
1,1000.0,5.0,0.0090474886235917,94.38026428222656,1.0070433616638184
1,1584.0,5.0,0.0093298246030013,90.47761640705046,1.357698917388916
1,2511.0,5.0,0.0023489143982597,28.073549535210336,1.958409070968628
1,3981.0,5.0,0.0025825629244563,30.335138250928406,3.1123766899108887
1,6309.0,5.0,0.0135936945866338,48.47436335371355,4.845340013504028
1,10000.0,5.0,0.0074475042372013,39.174189223293446,8.145114660263062
1,15848.0,5.0,0.002841788544831,23.52958566592169,12.191352367401123
1,25118.0,5.0,0.0014310961355745,17.35760831586331,19.31209659576416
1,39810.0,5.0,0.0005824779174623,15.415902530680127,30.095688819885254
1,63095.0,5.0,0.0028708406472402,10.027469662904169,51.380714654922485
0,630957.0,4.0,0.0011543479197628,3.0794814699769892,455.2742929458618
1,100000.0,5.0,0.0030058969094264,13.09609237454463,175.34069275856018
0,158489.0,5.0,0.0006013410936558,7.596680068025216,122.51911807060242
1,251188.0,5.0,0.0020527467470455,68.8706692392821,195.75548768043518
0,398107.0,5.0,0.0024956135885316,6.9978063316008265,303.14568281173706
0,1000.0,6.0,5.870300071246384,inf,2.4943463802337646
0,1584.0,6.0,0.0039962734599839,44.581010115774056,1.2594590187072754
0,2511.0,6.0,0.0017820544809069,45.817538613600355,3.324997901916504
0,3981.0,6.0,0.0058456712819014,40.48317481456787,3.3377444744110107
0,6309.0,6.0,0.0002354586224082,19.17524910130128,4.94355845451355
0,10000.0,6.0,0.001844579991722,24.182591033118253,7.9268670082092285
0,15848.0,6.0,0.0004299639265574,20.829522893557254,26.75196623802185
0,25118.0,6.0,0.0021442208179605,27.55418793429542,20.06324338912964
0,39810.0,6.0,0.0032873944942124,19.560295294967354,31.342358589172363
0,63095.0,6.0,0.0005038373822634,12.503031319148857,52.35382533073425
0,100000.0,6.0,0.0011876709872691,6.451409549491004,82.2023093700409
1,630957.0,5.0,0.0003159432696991,2.8731389504630656,490.4271388053894
1,251188.0,6.0,0.0006674232174203,8.170132822780282,204.2090606689453
0,158489.0,6.0,0.0016573989702571,6.523352196244901,274.69620633125305
1,398107.0,6.0,0.0022736373951357,9.695737940223019,322.19082617759705
1,1000.0,7.0,0.0003414884325517,98.11089324951172,2.631606340408325
1,1584.0,7.0,0.0016316432588078,80.47608947753906,4.4160943031311035
1,2511.0,7.0,0.0008660805558329,59.00726882682359,5.306271076202393
1,3981.0,7.0,0.002919865567185,65.77759064319088,7.755205154418945
1,6309.0,7.0,0.000627058189893,19.44315127322548,14.349653959274292
1,10000.0,7.0,0.0007409654487216,16.023367182413736,12.480745077133179
1,15848.0,7.0,0.0021315290165364,20.66915995497024,13.292005777359009
1,25118.0,7.0,0.0016030320040889,42.08652259372661,30.674598217010498
1,39810.0,7.0,0.0001023377761264,10.35409341155432,51.72904872894287
1,63095.0,7.0,0.001233826049734,7.289833699495647,68.3642578125
1,100000.0,7.0,0.0003186467157254,12.055767056500985,87.04402589797974
1,158489.0,7.0,0.0002284473719321,8.2113681473256,136.29932689666748
1,251188.0,7.0,0.0020259647158707,16.142350630647815,214.82162809371948
0,630957.0,6.0,0.0004696235861315,2.9908155878765794,1123.1299884319305
1,398107.0,7.0,0.0005098328065285,6.339493074010877,467.28829765319824
1,1000.0,8.0,0.0013074106826828,93.99554443359375,1.8557953834533691
1,1584.0,8.0,0.00251602366316,44.90107997206391,1.5033793449401855
1,2511.0,8.0,0.0013271714293635,42.35392799140504,7.176696538925171
1,3981.0,8.0,0.0009592051320697,27.722030093976517,3.5957939624786377
1,6309.0,8.0,0.0005890488023868,58.46118050060053,7.779725551605225
1,10000.0,8.0,0.0003569454559247,19.00095746331882,23.65375852584839
1,15848.0,8.0,0.0001541843231041,12.599093204821102,15.965652227401733
1,25118.0,8.0,0.0010610118318401,9.380514169350649,26.63636088371277
1,39810.0,8.0,6.506110162678679,,119.91652631759644
1,63095.0,8.0,0.0005927662090246,6.849765620241856,155.5514953136444
0,630957.0,7.0,9.43514490544258,inf,784.3283257484436
1,100000.0,8.0,0.0005705691169199,7.5352958874799265,180.16382122039795
0,158489.0,8.0,0.0014798520271425,19.425698469504397,234.84960746765137
1,251188.0,8.0,0.0001099452518808,15.821267288391278,331.38028287887573
0,398107.0,8.0,0.0002844709568885,3.7469039235333637,444.78401613235474
0,1000.0,9.0,0.0002524273607303,116.73771667480469,2.143127202987671
0,1584.0,9.0,0.0010574074868888,64.8450721514107,2.064009189605713
0,2511.0,9.0,0.0008015606419497,41.39022588240292,2.431159019470215
0,3981.0,9.0,0.0005924192305005,27.977382884013124,9.110661506652832
0,6309.0,9.0,0.0002258522514148,25.417517913015264,11.450207948684692
0,10000.0,9.0,0.0004916552938043,32.08825663349259,12.628285884857178
0,15848.0,9.0,0.0002756655808563,26.649504236940476,21.20994281768799
0,25118.0,9.0,0.0001998290456662,15.866595734332428,56.7899866104126
0,39810.0,9.0,0.0002649281508108,11.784839492641295,78.8312361240387
0,63095.0,9.0,0.0002260030666208,10.755603122538272,141.51206994056702
0,100000.0,9.0,0.0006195541502943,14.42199043445266,243.19870114326477
0,158489.0,9.0,0.0006638867231479,10.582839655307136,157.47219610214233
0,251188.0,9.0,0.0009226119070752,4.874646360056192,552.6321280002594
1,630957.0,8.0,0.0005227341077596,3.3877135879323097,1665.1859641075134
1,630957.0,9.0,0.000368333613239,7.295364421299759,592.2548110485077
1,1000.0,10.0,0.0016005691481643,76.14512634277344,1.0719852447509766
1,1584.0,10.0,0.0035642507324875,41.8585279090856,3.4977915287017822
1,2511.0,10.0,0.0011223613260394,39.92194882422378,4.332546710968018
1,3981.0,10.0,0.0005229116228769,18.485806562259366,4.736274480819702
1,6309.0,10.0,0.002716176023782,38.305856003989106,12.147782802581787
1,10000.0,10.0,0.0001173461000617,80.44461147342108,12.939376831054688
1,15848.0,10.0,0.0007460872147974,22.60962544175445,42.99811363220215
1,25118.0,10.0,0.0011619459282759,36.34416010443962,86.84544587135315
1,39810.0,10.0,0.0003354201776899,27.705277956756134,79.66233038902283
1,63095.0,10.0,0.0005894568162586,10.634324954819895,89.57881474494934
1,100000.0,10.0,0.0009656667920172,7.2258644212161744,144.14544129371643
0,398107.0,9.0,0.0006684190673431,4.7307212780005905,1173.4855058193207
1,158489.0,10.0,0.0003423763402565,7.197529117522095,296.5677399635315
0,251188.0,10.0,0.0003047147396561,4.963400656521576,733.3366529941559
1,398107.0,10.0,7.369755597862383,,948.2352333068848
1,1000.0,11.0,0.0073875873542482,122.47332763671875,3.1862001419067383
1,1584.0,11.0,0.0027144517414944,96.9224754916473,2.862879753112793
1,2511.0,11.0,0.0025588148636078,48.79151732833297,4.695910692214966
1,3981.0,11.0,0.0012778701449685,42.073029238217835,12.203693628311157
1,6309.0,11.0,0.0004221789799536,22.522474991647822,14.802762985229492
1,10000.0,11.0,7.366277763540632,,30.450037002563477
1,15848.0,11.0,0.0001213571116321,16.30505980795364,28.80317735671997
1,25118.0,11.0,0.0004065607176736,13.270104324563496,36.09311509132385
1,39810.0,11.0,0.001281938812438,15.243239018960047,117.33205056190491
1,63095.0,11.0,0.0006766162564925,16.020448273047958,205.76742935180664
0,630957.0,10.0,0.0012715059437052,2.9895932680382376,1014.0098178386688
1,100000.0,11.0,0.0004821306155419,19.988519445931015,204.96087980270386
0,158489.0,11.0,0.0004731570925451,13.824665697023725,266.6267421245575
1,251188.0,11.0,0.0003552938007775,4.463099556947386,537.9338982105255
0,398107.0,11.0,0.0005499721075629,5.001406985946753,569.2626841068268
0,1000.0,12.0,0.0007004085744296,93.73408508300781,4.441375255584717
0,1584.0,12.0,0.0018834141419133,92.96613491282744,3.1822400093078613
0,2511.0,12.0,0.0015717600061588,38.85332565307617,5.726247549057007
0,3981.0,12.0,0.002262338075477,37.26367612908648,9.435506343841553
0,6309.0,12.0,0.0001554963326406,29.767096350713032,11.416322946548462
0,10000.0,12.0,0.0002675681770238,12.30021597418651,23.09111452102661
0,15848.0,12.0,0.0001425412919353,14.152424943998392,58.40672516822815
0,25118.0,12.0,0.0001946262696264,17.635511510001685,34.03658390045166
0,39810.0,12.0,0.0007780241367129,8.850858401517357,88.68288230895996
0,63095.0,12.0,4.672279382083233,,251.84651136398315
0,100000.0,12.0,0.0002636212352687,13.999726659850264,273.443372964859
1,630957.0,11.0,0.0001928783054268,5.6560602834975615,976.6737837791443
0,158489.0,12.0,4.957407649269991,,488.2846302986145
1,251188.0,12.0,6.550555580594743,,873.1856110095978
0,398107.0,12.0,0.0001141091087078,7.400151770873952,555.1070592403412
1,630957.0,12.0,0.031252532722806,124.92758827963343,1547.1660540103912
